model,objective,acquisition,num_initial_points,num_steps,seed,true_min,found_minimum,steps_taken,acquisition_runtime,optimize_runtime,num_hidden_layers,units,rate,num_passes,lr,pickle_file
mc,scaled_branin,ts,20,500,15,-1.047393,-1.04722776,37,8.962,95.925,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed15.pkl
mc,scaled_branin,ts,20,500,18,-1.047393,-1.047020813,59,12.866,218.766,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed18.pkl
mc,michal2,ts,20,500,14,-1.8013034,-1.80081145,21,5.156,52.74,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,goldstein2,ts,20,500,5,-3.12913,-3.128311374,9,2.648,19.525,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,hartmann3,ei,30,500,5,-3.86278,-3.862204896,42,360.425,84.61,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,goldstein2,ei,20,500,16,-3.12913,-1.755906361,500,3486.118,3278.194,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed16.pkl
mc,goldstein2,ei,20,500,14,-3.12913,-1.755964496,500,3589.37,3319.75,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,hartmann3,ts,30,500,2,-3.86278,-3.861874888,76,23.431,400.966,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,hartmann3,ts,30,500,0,-3.86278,-3.862644123,155,47.392,1377.892,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,hartmann3,ts,30,500,6,-3.86278,-3.862237815,73,22.711,347.249,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,hartmann3,ei,30,500,10,-3.86278,-3.862502951,499,3900.315,3621.37,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed10.pkl
mc,hartmann3,ts,30,500,12,-3.86278,-3.862189947,157,46.991,1467.998,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed12.pkl
mc,hartmann3,ts,30,500,13,-3.86278,-3.862584601,176,51.57,1695.119,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed13.pkl
mc,hartmann3,ei,30,500,13,-3.86278,-3.087960649,500,3814.244,3658.305,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed13.pkl
mc,hartmann3,ts,30,500,15,-3.86278,-3.862698591,188,56.441,1837.292,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed15.pkl
mc,shekel4,ei,40,500,2,-10.5363,-4.065556901,500,3692.354,3955.451,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,shekel4,ei,40,500,1,-10.5363,-2.865989845,500,3896.434,4000.716,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,shekel4,ei,40,500,0,-10.5363,-4.018832065,500,4353.84,3967.811,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,shekel4,ei,40,500,4,-10.5363,-2.865585925,500,4056.63,3843.573,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,shekel4,ei,40,500,5,-10.5363,-4.061571505,500,3776.06,4128.973,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,shekel4,ei,40,500,6,-10.5363,-3.625108825,500,4455.166,4157.7,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,shekel4,ei,40,500,9,-10.5363,-4.058650552,500,3497.47,3800.398,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,shekel4,ei,40,500,11,-10.5363,-4.067583473,500,3765.869,3951.964,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed11.pkl
mc,shekel4,ei,40,500,10,-10.5363,-2.782526703,500,3928.791,3978.052,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed10.pkl
mc,shekel4,ei,40,500,8,-10.5363,-4.020781569,500,4352.671,3948.6,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,shekel4,ei,40,500,14,-10.5363,-4.059681881,500,3850.609,4032.501,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,shekel4,ei,40,500,16,-10.5363,-4.068858702,500,3826.879,3837.658,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed16.pkl
mc,shekel4,ei,40,500,17,-10.5363,-4.057845532,500,4024.324,4193.352,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed17.pkl
mc,shekel4,ei,40,500,19,-10.5363,-2.786100308,500,3600.77,4201.306,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed19.pkl
mc,scaled_branin,ei,20,500,4,-1.047393,-1.046828988,60,475.837,109.916,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,scaled_branin,ei,20,500,9,-1.047393,-1.046639607,27,232.909,37.112,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,scaled_branin,ts,20,500,2,-1.047393,-1.047238264,42,10.194,145.466,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,scaled_branin,ts,20,500,3,-1.047393,-1.046774946,18,4.615,40.157,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,scaled_branin,ts,20,500,4,-1.047393,-1.046764074,15,4.381,33.909,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,scaled_branin,ts,20,500,5,-1.047393,-1.047261241,62,15.836,272.833,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,scaled_branin,ts,20,500,7,-1.047393,-1.047336113,42,10.8,151.382,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed7.pkl
mc,scaled_branin,ts,20,500,9,-1.047393,-1.047053471,8,2.301,17.702,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,scaled_branin,ts,20,500,11,-1.047393,-1.047327719,4,1.256,10.058,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed11.pkl
mc,scaled_branin,ts,20,500,10,-1.047393,-1.047056821,36,9.436,126.673,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed10.pkl
mc,scaled_branin,ts,20,500,14,-1.047393,-1.047207371,6,1.919,14.945,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,scaled_branin,ts,20,500,13,-1.047393,-1.046673974,35,9.76,115.773,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed13.pkl
mc,scaled_branin,ts,20,500,16,-1.047393,-1.046958596,12,3.508,28.715,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed16.pkl
mc,scaled_branin,ts,20,500,17,-1.047393,-1.046906025,3,1.293,9.44,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed17.pkl
mc,scaled_branin,ts,20,500,15,-1.047393,-1.04722776,37,9.539,113.109,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed15.pkl
mc,scaled_branin,ts,20,500,19,-1.047393,-1.047023527,10,3.025,23.393,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed19.pkl
mc,scaled_branin,ts,20,500,18,-1.047393,-1.047020813,59,13.897,257.307,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed18.pkl
mc,michal2,ts,20,500,14,-1.8013034,-1.80081145,21,5.08,56.041,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,goldstein2,ts,20,500,5,-3.12913,-3.128311374,9,2.741,25.559,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,hartmann3,ei,30,500,5,-3.86278,-3.862204896,42,547.611,102.091,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,goldstein2,ei,20,500,14,-3.12913,-1.755964496,500,5049.201,4015.599,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,goldstein2,ei,20,500,16,-3.12913,-1.755906361,500,4841.237,3874.809,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed16.pkl
mc,hartmann3,ei,30,500,10,-3.86278,-3.862502951,499,5733.317,4511.954,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed10.pkl
mc,hartmann3,ts,30,500,0,-3.86278,-3.862644123,155,54.028,1642.588,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,hartmann3,ei,30,500,13,-3.86278,-3.087960649,500,5951.78,4486.502,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed13.pkl
mc,hartmann3,ts,30,500,2,-3.86278,-3.861874888,76,28.565,509.422,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,hartmann3,ts,30,500,6,-3.86278,-3.862237815,73,30.806,447.053,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,hartmann3,ts,30,500,12,-3.86278,-3.862189947,157,66.395,1918.937,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed12.pkl
mc,hartmann3,ts,30,500,13,-3.86278,-3.862584601,176,70.87,2129.697,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed13.pkl
mc,hartmann3,ts,30,500,15,-3.86278,-3.862698591,188,73.402,2299.934,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed15.pkl
mc,shekel4,ei,40,500,2,-10.5363,-4.065556901,500,5528.695,4740.547,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,shekel4,ei,40,500,1,-10.5363,-2.865989845,500,5808.196,4834.558,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,shekel4,ei,40,500,0,-10.5363,-4.018832065,500,6306.445,4791.586,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,shekel4,ei,40,500,4,-10.5363,-2.865585925,500,5788.45,4704.436,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,shekel4,ei,40,500,5,-10.5363,-4.061571505,500,5442.046,4936.782,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,shekel4,ei,40,500,6,-10.5363,-3.625108825,500,6259.233,5089.18,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,shekel4,ei,40,500,9,-10.5363,-4.058650552,500,5339.672,4692.617,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,shekel4,ei,40,500,8,-10.5363,-4.020781569,500,6239.527,4846.875,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,shekel4,ei,40,500,10,-10.5363,-2.782526703,500,5401.96,4757.227,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed10.pkl
mc,shekel4,ei,40,500,11,-10.5363,-4.067583473,500,5277.181,4605.105,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed11.pkl
mc,shekel4,ei,40,500,14,-10.5363,-4.059681881,500,5193.803,4544.98,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed14.pkl
mc,shekel4,ei,40,500,16,-10.5363,-4.068858702,500,5260.787,4280.938,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed16.pkl
mc,shekel4,ei,40,500,17,-10.5363,-4.057845532,500,4725.569,4329.612,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed17.pkl
mc,shekel4,ei,40,500,19,-10.5363,-2.786100308,500,4370.386,4404.511,5,100,0.1,50,0.001,mc_ei_shekel4_L5_n100_dr1e1_lr1e3_seed19.pkl
mc,shekel4,ts,40,500,3,-10.5363,-3.413860246,500,198.693,15342.309,5,100,0.1,50,0.001,mc_ts_shekel4_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,shekel4,ts,40,500,10,-10.5363,-2.497427986,500,196.643,15345.921,5,100,0.1,50,0.001,mc_ts_shekel4_L5_n100_dr1e1_lr1e3_seed10.pkl
mc,shekel4,ts,40,500,16,-10.5363,-8.398680647,500,172.274,12801.043,5,100,0.1,50,0.001,mc_ts_shekel4_L5_n100_dr1e1_lr1e3_seed16.pkl
mc,scaled_branin,ts,20,500,8,-1.047393,-1.046685579,15,2.53,25.801,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,scaled_branin,ts,20,500,1,-1.047393,-1.047308717,49,12.844,222.691,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,scaled_branin,ts,20,500,6,-1.047393,-1.047224352,48,12.824,229.933,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,scaled_branin,ei,20,500,5,-1.047393,-1.046899965,29,247.703,87.93,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,scaled_branin,ei,20,500,7,-1.047393,-1.046380806,39,283.819,110.232,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed7.pkl
mc,scaled_branin,ei,20,500,3,-1.047393,-1.047066933,42,330.346,116.16,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,scaled_branin,ts,20,500,0,-1.047393,-1.047343932,75,22.147,444.652,5,100,0.1,50,0.001,mc_ts_scaled_branin_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,michal2,ei,20,500,4,-1.8013034,-1.80020728,82,631.849,276.721,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,scaled_branin,ei,20,500,0,-1.047393,-1.047270287,98,671.9,331.403,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,michal2,ei,20,500,1,-1.8013034,-1.799508906,99,738.778,360.456,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,scaled_branin,ei,20,500,6,-1.047393,-1.046444028,98,782.352,336.417,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,michal2,ei,20,500,3,-1.8013034,-1.800862315,107,788.981,423.179,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,michal2,ts,20,500,3,-1.8013034,-1.8012527,27,9.217,114.242,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,michal2,ei,20,500,2,-1.8013034,-1.801117894,127,853.207,516.962,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,michal2,ts,20,500,4,-1.8013034,-1.800979002,52,15.9,291.91,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,michal2,ts,20,500,2,-1.8013034,-1.800654966,63,20.476,435.284,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,scaled_branin,ei,20,500,1,-1.047393,-1.046703551,130,1007.02,482.157,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,michal2,ts,20,500,6,-1.8013034,-1.801012467,36,11.488,186.13,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,michal2,ts,20,500,1,-1.8013034,-1.800365993,81,26.328,586.323,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,michal2,ei,20,500,9,-1.8013034,-1.799577865,103,802.969,377.534,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,michal2,ei,20,500,0,-1.8013034,-1.799610945,147,1056.962,611.389,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,michal2,ts,20,500,5,-1.8013034,-1.80039134,66,20.508,430.566,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,goldstein2,ei,20,500,1,-3.12913,-3.128170764,30,268.48,87.145,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,michal2,ei,20,500,7,-1.8013034,-1.801286583,140,945.93,600.059,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed7.pkl
mc,goldstein2,ei,20,500,4,-3.12913,-3.12781086,25,253.727,62.829,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,goldstein2,ei,20,500,0,-3.12913,-3.128585847,57,423.084,147.664,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,michal2,ei,20,500,6,-1.8013034,-1.799848897,160,1119.749,720.141,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,goldstein2,ei,20,500,5,-3.12913,-3.126323687,38,330.981,101.608,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,michal2,ts,20,500,7,-1.8013034,-1.800577583,92,27.278,735.06,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed7.pkl
mc,michal2,ei,20,500,8,-1.8013034,-1.799888552,150,1142.099,667.604,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,michal2,ts,20,500,8,-1.8013034,-1.800888316,95,28.323,736.906,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,goldstein2,ei,20,500,8,-3.12913,-3.127976456,14,200.61,34.829,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,michal2,ts,20,500,9,-1.8013034,-1.800922595,98,30.111,819.066,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,michal2,ei,20,500,5,-1.8013034,-1.800616132,184,1349.461,829.058,5,100,0.1,50,0.001,mc_ei_michal2_L5_n100_dr1e1_lr1e3_seed5.pkl
mc,goldstein2,ei,20,500,6,-3.12913,-3.128692325,47,368.107,122.533,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,scaled_branin,ei,20,500,8,-1.047393,-1.046392037,202,1456.065,993.542,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,goldstein2,ei,20,500,3,-3.12913,-3.126065275,72,570.015,215.383,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,goldstein2,ts,20,500,2,-3.12913,-3.127005337,50,16.191,272.928,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,michal2,ts,20,500,0,-1.8013034,-1.801257654,164,51.809,2045.156,5,100,0.1,50,0.001,mc_ts_michal2_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,goldstein2,ts,20,500,6,-3.12913,-3.126087375,54,16.724,291.719,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed6.pkl
mc,goldstein2,ts,20,500,0,-3.12913,-3.127995558,75,21.645,457.984,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,goldstein2,ei,20,500,2,-3.12913,-3.127371589,92,719.345,278.643,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,goldstein2,ts,20,500,7,-3.12913,-3.128408758,55,15.351,276.219,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed7.pkl
mc,scaled_branin,ei,20,500,2,-1.047393,-1.046847252,235,1528.889,1230.763,5,100,0.1,50,0.001,mc_ei_scaled_branin_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,goldstein2,ts,20,500,4,-3.12913,-3.128265261,81,22.694,500.032,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed4.pkl
mc,goldstein2,ts,20,500,3,-3.12913,-3.126548066,108,32.251,905.202,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,hartmann3,ei,30,500,0,-3.86278,-3.86051108,67,551.372,216.186,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed0.pkl
mc,goldstein2,ts,20,500,8,-3.12913,-3.127412281,108,31.827,886.83,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed8.pkl
mc,goldstein2,ei,20,500,7,-3.12913,-3.12673047,138,930.76,527.989,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed7.pkl
mc,goldstein2,ei,20,500,9,-3.12913,-3.129066428,146,985.02,625.717,5,100,0.1,50,0.001,mc_ei_goldstein2_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,hartmann3,ei,30,500,2,-3.86278,-3.862004678,120,966.541,489.4,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed2.pkl
mc,goldstein2,ts,20,500,1,-3.12913,-3.128433628,158,49.252,1833.345,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,hartmann3,ei,30,500,1,-3.86278,-3.862224367,182,1413.388,943.62,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed1.pkl
mc,goldstein2,ts,20,500,9,-3.12913,-3.128357008,177,54.421,2363.882,5,100,0.1,50,0.001,mc_ts_goldstein2_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,hartmann3,ts,30,500,9,-3.86278,-3.861364495,110,39.563,1114.272,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed9.pkl
mc,hartmann3,ei,30,500,3,-3.86278,-3.862373823,260,2006.842,1620.05,5,100,0.1,50,0.001,mc_ei_hartmann3_L5_n100_dr1e1_lr1e3_seed3.pkl
mc,hartmann3,ts,30,500,4,-3.86278,-3.861979569,238,86.644,4213.854,5,100,0.1,50,0.001,mc_ts_hartmann3_L5_n100_dr1e1_lr1e3_seed4.pkl
